Recipe,Dairy_Free,Egg_Free,Gluten_Free,Keto,Low_Carb,Low_Fat,Low_Salt,Low_Sugar,No Seafood,Paleo,Soy_Free,Vegan,Vegetarian,Net Carbs (g),Notes
Angel Delights,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,12.6,Angel Delights (Lightened); Estimated net carbs from inferred nutrition
Jack's Delight,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,25.9,Jack'S Delight (Lightened); Estimated net carbs from inferred nutrition
Chocolate Cream Log,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,10.2,Chocolate Cream Log (Lightened); Estimated net carbs from inferred nutrition
Down East Blueberry Cake,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,19.9,Down East Blueberry Cake (Lightened); Estimated net carbs from inferred nutrition
Cranberry-Pecan Bars,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,9.2,Cranberry-Pecan Bars (Lightened); Estimated net carbs from inferred nutrition
Stacked Twinkie Cake,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,17.1,Stacked Twinkie Cake (Lightened); Estimated net carbs from inferred nutrition
Almond Roca,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,12.8,Almond Roca (Lightened); Estimated net carbs from inferred nutrition
Blueberry Heaven,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,30.2,Blueberry Heaven (Lightened); Estimated net carbs from inferred nutrition
Butterfinger Dessert,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,17.1,Butterfinger Dessert (Lightened); Estimated net carbs from inferred nutrition
Corn Pudding,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,20,Corn Pudding (Lightened); Estimated net carbs from inferred nutrition
Green Fluff,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,10.3,Green Fluff (Lightened); Estimated net carbs from inferred nutrition
Cherry Dessert,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,19,Cherry Dessert (Lightened); Estimated net carbs from inferred nutrition
Day Ahead Banana Pudding,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,7.2,Day Ahead Banana Pudding (Lightened); Estimated net carbs from inferred nutrition
Blue-Apple Pie,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,39.5,Blue-Apple Pie (Lightened); Estimated net carbs from inferred nutrition
Old-Timey Frosting,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,22.3,Old-Timey Frosting (Lightened); Estimated net carbs from inferred nutrition
Sour Cream 'n Dill Chicken,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,39.5,Sour Cream 'N Dill Chicken (Lightened); Estimated net carbs from inferred nutrition
Chicken Pot Pie,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,20.2,Chicken Pot Pie (Lightened); Estimated net carbs from inferred nutrition
Fruit Scones,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,31.8,Fruit Scones (Lightened); Estimated net carbs from inferred nutrition
Chocolate Chip Muffins,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,21.4,Chocolate Chip Muffins (Lightened); Estimated net carbs from inferred nutrition
Fat-Free Fudge Brownies (Yield: 16 Servings),Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,17.9,Fat-Free Fudge Brownies(Yield: 16 Servings) (Lightened); Estimated net carbs from inferred nutrition
Dumbo's Double-Thick Chocolate Malted,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,14.7,Dumbo'S Double-Thick Chocolate Malted (Lightened); Estimated net carbs from inferred nutrition
Buttercream Candy,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,23,Buttercream Candy (Lightened); Estimated net carbs from inferred nutrition
Blueberry Muffins,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,22.2,Blueberry Muffins (Lightened); Estimated net carbs from inferred nutrition
Cinnamon Twists,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,8.5,Cinnamon Twists (Lightened); Estimated net carbs from inferred nutrition
Pistachio Salad,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,19,Pistachio Salad (Lightened); Estimated net carbs from inferred nutrition
Mincemeat Cake,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,28,Mincemeat Cake (Lightened); Estimated net carbs from inferred nutrition
Fresh Strawberry Cake,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,43.5,Fresh Strawberry Cake (Lightened); Estimated net carbs from inferred nutrition
Grandma Mac's Raisin Bran Muffins,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,46.2,Grandma Mac'S Raisin Bran Muffins (Lightened); Estimated net carbs from inferred nutrition
Corn Pudding,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,18.6,Corn Pudding (Lightened); Estimated net carbs from inferred nutrition
Peachy Keen Nog,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,43.5,Peachy Keen Nog (Lightened); Estimated net carbs from inferred nutrition
Apple Nut Ring,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,18.5,Apple Nut Ring (Lightened); Estimated net carbs from inferred nutrition
Blueberry Muffins,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,29.2,Blueberry Muffins (Lightened); Estimated net carbs from inferred nutrition
Banana Pudding,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,11.7,Banana Pudding (Lightened); Estimated net carbs from inferred nutrition
Grandma's Cherry Salad,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,39.5,Grandma'S Cherry Salad (Lightened); Estimated net carbs from inferred nutrition
Apple Crunch,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,33,Apple Crunch (Lightened); Estimated net carbs from inferred nutrition
Light Dessert,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,23.8,Light Dessert (Lightened); Estimated net carbs from inferred nutrition
Coconut Sheet Cake,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,30.7,Coconut Sheet Cake (Lightened); Estimated net carbs from inferred nutrition
Rocky Road Candy,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,23,Rocky Road Candy (Lightened); Estimated net carbs from inferred nutrition
Fruit Pie,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,37.4,Fruit Pie (Lightened); Estimated net carbs from inferred nutrition
Kart-Wheels,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,18.4,Kart-Wheels (Lightened); Estimated net carbs from inferred nutrition
Coconut Cake,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,43.5,Coconut Cake (Lightened); Estimated net carbs from inferred nutrition
Death by Chocolate,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,43.5,Death By Chocolate (Lightened); Estimated net carbs from inferred nutrition
Banana Pumpkin Foamy,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,14.9,Banana Pumpkin Foamy (Lightened); Estimated net carbs from inferred nutrition
Gumdrop Fruitcake,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,43.5,Gumdrop Fruitcake (Lightened); Estimated net carbs from inferred nutrition
Pineapple Cake,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,30.7,Pineapple Cake (Lightened); Estimated net carbs from inferred nutrition
Pumpkin Roll,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,29.8,Pumpkin Roll (Lightened); Estimated net carbs from inferred nutrition
Easy Frozen Salad,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,31.2,Easy Frozen Salad (Lightened); Estimated net carbs from inferred nutrition
Caramel Dip,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,1.8,Caramel Dip (Lightened); Estimated net carbs from inferred nutrition
Ginger Cookies,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,13.1,Ginger Cookies (Lightened); Estimated net carbs from inferred nutrition
Pina Colada Cake,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,5.4,Pina Colada Cake (Lightened); Estimated net carbs from inferred nutrition
Grasshopper Salad,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,22.9,Grasshopper Salad (Lightened); Estimated net carbs from inferred nutrition
Sour Cream Banana Pudding,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,11,Sour Cream Banana Pudding (Lightened); Estimated net carbs from inferred nutrition
Fruitcake Cookies,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,7.4,Fruitcake Cookies (Lightened); Estimated net carbs from inferred nutrition
Angel Food Dessert,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,40.8,Angel Food Dessert (Lightened); Estimated net carbs from inferred nutrition
Lemon Icebox Pie,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,20.7,Lemon Icebox Pie (Lightened); Estimated net carbs from inferred nutrition
Cranberry Relish,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,10.8,Cranberry Relish (Lightened); Estimated net carbs from inferred nutrition
Million Dollar Pie (Yields Two 9-Inch Pies),No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,16.6,Million Dollar Pie(Yields Two 9-Inch Pies) (Lightened); Estimated net carbs from inferred nutrition
Tartar Sauce,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,16.6,Tartar Sauce (Lightened); Estimated net carbs from inferred nutrition
No Bake Banana Pudding,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,31,No Bake Banana Pudding (Lightened); Estimated net carbs from inferred nutrition
Veggie Pizza,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,15.1,Veggie Pizza (Lightened); Estimated net carbs from inferred nutrition
Apple Nut Ring,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,54.4,Apple Nut Ring (Lightened); Estimated net carbs from inferred nutrition
Chicken Mushroom Casserole,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,39.5,Chicken Mushroom Casserole (Lightened); Estimated net carbs from inferred nutrition
Fruit Rocks,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,39.5,Fruit Rocks (Lightened); Estimated net carbs from inferred nutrition
Drunken Dogs,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,43.5,Drunken Dogs (Lightened); Estimated net carbs from inferred nutrition
Corn Pudding,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,20.2,Corn Pudding (Lightened); Estimated net carbs from inferred nutrition
Old Fashioned Bread Pudding,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,30.8,Old Fashioned Bread Pudding (Lightened); Estimated net carbs from inferred nutrition
Hurry-Up Meat Loaves,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,39.5,Hurry-Up Meat Loaves (Lightened); Estimated net carbs from inferred nutrition
Dump Cake,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,25.2,Dump Cake (Lightened); Estimated net carbs from inferred nutrition
Chicken Dinner in Foil (Method: Foil),Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,22,Chicken Dinner In Foil(Method: Foil) (Lightened); Estimated net carbs from inferred nutrition
Apple Pizza,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,24,Apple Pizza (Lightened); Estimated net carbs from inferred nutrition
Chinese Cole Slaw,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,39.5,Chinese Cole Slaw (Lightened); Estimated net carbs from inferred nutrition
Apple Coffee Cake,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,27.2,Apple Coffee Cake (Lightened); Estimated net carbs from inferred nutrition
Fondant,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,44.7,Fondant (Lightened); Estimated net carbs from inferred nutrition
Cherry Salad,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,31.2,Cherry Salad (Lightened); Estimated net carbs from inferred nutrition
Scalloped Tomatoes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,12,Scalloped Tomatoes (Lightened); Estimated net carbs from inferred nutrition
Cheese Crunchies,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,30.8,Cheese Crunchies (Lightened); Estimated net carbs from inferred nutrition
Oven Baked Chicken,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,13,Oven Baked Chicken (Lightened); Estimated net carbs from inferred nutrition
Ham Cups,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,12.8,Ham Cups (Lightened); Estimated net carbs from inferred nutrition
Butterscotch Torte,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,27.5,Butterscotch Torte (Lightened); Estimated net carbs from inferred nutrition
Rum Balls,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Rum Balls (Lightened); Estimated net carbs from inferred nutrition
Coconut Macaroons,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,8.4,Coconut Macaroons (Lightened); Estimated net carbs from inferred nutrition
Apple Kuchen,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,38.2,Apple Kuchen (Lightened); Estimated net carbs from inferred nutrition
Chocolate Peanut Butter Puffs,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,15,Chocolate Peanut Butter Puffs (Lightened); Estimated net carbs from inferred nutrition
Strawberry Fluff,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,7.1,Strawberry Fluff (Lightened); Estimated net carbs from inferred nutrition
Date Roll,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,19,Date Roll (Lightened); Estimated net carbs from inferred nutrition
Mounds,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,20,Mounds (Lightened); Estimated net carbs from inferred nutrition
Fruit Pizza,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,20.1,Fruit Pizza (Lightened); Estimated net carbs from inferred nutrition
Peanut Butter Cups,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,10.8,Peanut Butter Cups (Lightened); Estimated net carbs from inferred nutrition
Dandy Candies,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,19.2,Dandy Candies (Lightened); Estimated net carbs from inferred nutrition
Orange Fruit Mold,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Orange Fruit Mold (Lightened); Estimated net carbs from inferred nutrition
