Recipe,Dairy_Free,Egg_Free,Gluten_Free,Keto,Low_Carb,Low_Fat,Low_Salt,Low_Sugar,No Seafood,Paleo,Soy_Free,Vegan,Vegetarian,Net Carbs (g),Notes
Apple Dumplins,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,19,Apple Dumplins (Lightened); Estimated net carbs from inferred nutrition
Low-Fat Texas Trash,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,31.9,Low-Fat Texas Trash (Lightened); Estimated net carbs from inferred nutrition
Seafood Casserole,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,5.8,Seafood Casserole (Lightened); Estimated net carbs from inferred nutrition
Sweet Potato Casserole,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,39.4,Sweet Potato Casserole (Lightened); Estimated net carbs from inferred nutrition
Ground Beef Casserole,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,4.8,Ground Beef Casserole (Lightened); Estimated net carbs from inferred nutrition
Sweet and Sour Seashells,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,20.9,Sweet And Sour Seashells (Lightened); Estimated net carbs from inferred nutrition
Chicken Parmesan,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,39.5,Chicken Parmesan (Lightened); Estimated net carbs from inferred nutrition
Chunky Cheddar Chili Beans,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,10.5,Chunky Cheddar Chili Beans (Lightened); Estimated net carbs from inferred nutrition
Lazy Day Chicken,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,19,Lazy Day Chicken (Lightened); Estimated net carbs from inferred nutrition
Marinated Beef Slices,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4.6,Marinated Beef Slices (Lightened); Estimated net carbs from inferred nutrition
Chicken and Stuffing Bake,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,22,Chicken And Stuffing Bake (Lightened); Estimated net carbs from inferred nutrition
Sweet Baked Beans,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,12.8,Sweet Baked Beans (Lightened); Estimated net carbs from inferred nutrition
Chicken Cordon Blue,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,5.2,Chicken Cordon Blue (Lightened); Estimated net carbs from inferred nutrition
Corn Casserole,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,11.1,Corn Casserole (Lightened); Estimated net carbs from inferred nutrition
Macaroni and Cheese Casserole,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,20.7,Macaroni And Cheese Casserole (Lightened); Estimated net carbs from inferred nutrition
Chicken Stroganoff,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,6.4,Chicken Stroganoff (Lightened); Estimated net carbs from inferred nutrition
Sesame Chicken Wings,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,5.1,Sesame Chicken Wings (Lightened); Estimated net carbs from inferred nutrition
Salmon Casserole Baked in Sour Cream,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,22,Salmon Casserole Baked In Sour Cream (Lightened); Estimated net carbs from inferred nutrition
Penne Al'Arrabbiato,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,9.3,Penne Al'Arrabbiato (Lightened); Estimated net carbs from inferred nutrition
Eggplant-Tomato Casserole,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,4.3,Eggplant-Tomato Casserole (Lightened); Estimated net carbs from inferred nutrition
10 Minute Peanut Brittle,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,45.6,10 Minute Peanut Brittle (Lightened); Estimated net carbs from inferred nutrition
Devils Chicken (Pollo Alla Diavola),Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,19,Devils Chicken(Pollo Alla Diavola) (Lightened); Estimated net carbs from inferred nutrition
Roasted Potatoes with Arugula,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,31,Roasted Potatoes With Arugula (Lightened); Estimated net carbs from inferred nutrition
Chicken Broccoli Casserole,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,22,Chicken Broccoli Casserole (Lightened); Estimated net carbs from inferred nutrition
Italian Style Meat Loaf,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,3.9,Italian Style Meat Loaf (Lightened); Estimated net carbs from inferred nutrition
Fresh Tomato Aspic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,19,Fresh Tomato Aspic (Lightened); Estimated net carbs from inferred nutrition
Inside Out Ravioli,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,10.9,Inside Out Ravioli (Lightened); Estimated net carbs from inferred nutrition
Spinach Cheese Casserole,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,22.4,Spinach Cheese Casserole (Lightened); Estimated net carbs from inferred nutrition
Japanese Fried Rice,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,23.9,Japanese Fried Rice (Lightened); Estimated net carbs from inferred nutrition
Irish Stew,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,5,Irish Stew (Lightened); Estimated net carbs from inferred nutrition
Stuffed Cabbage,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,4.7,Stuffed Cabbage (Lightened); Estimated net carbs from inferred nutrition
Broccoli Casserole,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,1.4,Broccoli Casserole (Lightened); Estimated net carbs from inferred nutrition
New Year's Casserole,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,10.6,New Year'S Casserole (Lightened); Estimated net carbs from inferred nutrition
Lasagna,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,4.4,Lasagna (Lightened); Estimated net carbs from inferred nutrition
Macaroni Beef and Cheese Casserole,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,21,Macaroni Beef And Cheese Casserole (Lightened); Estimated net carbs from inferred nutrition
Manhattan Clam Chowder,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,4.2,Manhattan Clam Chowder (Lightened); Estimated net carbs from inferred nutrition
Zucchini Casserole,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,10.9,Zucchini Casserole (Lightened); Estimated net carbs from inferred nutrition
Meatless Lasagna,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,62.2,Meatless Lasagna (Lightened); Estimated net carbs from inferred nutrition
Browned Chicken and Salsa,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,19,Browned Chicken And Salsa (Lightened); Estimated net carbs from inferred nutrition
Cheddar Chowder,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,9.5,Cheddar Chowder (Lightened); Estimated net carbs from inferred nutrition
Salmon Patties for Two,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,12.2,Salmon Patties For Two (Lightened); Estimated net carbs from inferred nutrition
Easy Chicken Gumbo,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,9.4,Easy Chicken Gumbo (Lightened); Estimated net carbs from inferred nutrition
Chicken Pronto,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,19,Chicken Pronto (Lightened); Estimated net carbs from inferred nutrition
Cheese and Pasta,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,6.5,Cheese And Pasta (Lightened); Estimated net carbs from inferred nutrition
Baked Beans,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,22,Baked Beans (Lightened); Estimated net carbs from inferred nutrition
Beef Stew by Sylvia,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,32.8,Beef Stew By Sylvia (Lightened); Estimated net carbs from inferred nutrition
Chicken Spinach Patties,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,11.7,Chicken Spinach Patties (Lightened); Estimated net carbs from inferred nutrition
Roast Pork,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,19,Roast Pork (Lightened); Estimated net carbs from inferred nutrition
Beef Burgundy,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,4.8,Beef Burgundy (Lightened); Estimated net carbs from inferred nutrition
Gourmet Meatballs,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,1,Gourmet Meatballs (Lightened); Estimated net carbs from inferred nutrition
Eggplant Casserole,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,11.7,Eggplant Casserole (Lightened); Estimated net carbs from inferred nutrition
Chicken and Dumplings,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,28.8,Chicken And Dumplings (Lightened); Estimated net carbs from inferred nutrition
Cheesy Vegetable Chowder,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,4.9,Cheesy Vegetable Chowder (Lightened); Estimated net carbs from inferred nutrition
Texan Chowder,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,4.5,Texan Chowder (Lightened); Estimated net carbs from inferred nutrition
Central American Rice,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,36,Central American Rice (Lightened); Estimated net carbs from inferred nutrition
"Beans, Beans, Beans!",No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,4.9,"Beans, Beans, Beans! (Lightened); Estimated net carbs from inferred nutrition"
Veal with Mushrooms and Peppers,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,21,Veal With Mushrooms And Peppers (Lightened); Estimated net carbs from inferred nutrition
Oven Fried Chicken,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,39.5,Oven Fried Chicken (Lightened); Estimated net carbs from inferred nutrition
Vern's Easy Beef Brisket,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,19,Vern'S Easy Beef Brisket (Lightened); Estimated net carbs from inferred nutrition
Sour Cream Noodle Bake,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,22,Sour Cream Noodle Bake(Serves 6) (Lightened); Estimated net carbs from inferred nutrition
Rice Cooker Shrimp,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,4.6,Rice Cooker Shrimp (Lightened); Estimated net carbs from inferred nutrition
Tamale Bake Casserole,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,9.3,Tamale Bake Casserole (Lightened); Estimated net carbs from inferred nutrition
Broccoli Macaroni Casserole,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,5.1,Broccoli Macaroni Casserole (Lightened); Estimated net carbs from inferred nutrition
Baked Chicken Reuben,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,22,Baked Chicken Reuben (Lightened); Estimated net carbs from inferred nutrition
Avocado-Beef Tortilla Pizza,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,0.4,Avocado-Beef Tortilla Pizza (Lightened); Estimated net carbs from inferred nutrition
Chicken and Dumplings,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,32.5,Chicken And Dumplings (Lightened); Estimated net carbs from inferred nutrition
Shrimp Scampi,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,1.2,Shrimp Scampi (Lightened); Estimated net carbs from inferred nutrition
Beef and Broccoli Over Noodles,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,0.4,Beef And Broccoli Over Noodles (Lightened); Estimated net carbs from inferred nutrition
Salmon Loaf,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,5.8,Salmon Loaf (Lightened); Estimated net carbs from inferred nutrition
Pork Chops with Scalloped Potatoes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,17.7,Pork Chops With Scalloped Potatoes (Lightened); Estimated net carbs from inferred nutrition
Oriental Rice,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,23.9,Oriental Rice (Lightened); Estimated net carbs from inferred nutrition
Pizza Casserole,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,22,Pizza Casserole (Lightened); Estimated net carbs from inferred nutrition
Sausage Dressing,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,7.3,Sausage Dressing (Lightened); Estimated net carbs from inferred nutrition
Hot Dog Casserole,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,10.8,Hot Dog Casserole (Lightened); Estimated net carbs from inferred nutrition
Skewered Chicken in Mustard Dill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,19,Skewered Chicken In Mustard Dill (Lightened); Estimated net carbs from inferred nutrition
Chicken Cheese Ball,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,1.6,Chicken Cheese Ball (Lightened); Estimated net carbs from inferred nutrition
Shrimp Ball,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,7.5,Shrimp Ball (Lightened); Estimated net carbs from inferred nutrition
Mexican Nacho Dip,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,1.9,Mexican Nacho Dip (Lightened); Estimated net carbs from inferred nutrition
Shrimp Rice,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,5,Shrimp Rice (Lightened); Estimated net carbs from inferred nutrition
Microwave Peanut Brittle,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,26.4,Microwave Peanut Brittle (Lightened); Estimated net carbs from inferred nutrition
Pork Shoulder Roast,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,19,Pork Shoulder Roast (Lightened); Estimated net carbs from inferred nutrition
Swiss 'n Chicken Casserole,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,12.3,Swiss 'N Chicken Casserole (Lightened); Estimated net carbs from inferred nutrition
Roman Holiday Casserole,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,20.6,Roman Holiday Casserole (Lightened); Estimated net carbs from inferred nutrition
Skillet Baked Beans,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,4.7,Skillet Baked Beans (Lightened); Estimated net carbs from inferred nutrition
Mixed Vegetable Bake,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,2.7,Mixed Vegetable Bake (Lightened); Estimated net carbs from inferred nutrition
Pineapple Casserole,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,18.2,Pineapple Casserole (Lightened); Estimated net carbs from inferred nutrition
Fred's Chicken or Turkey Casserole,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,9,Fred'S Chicken Or Turkey Casserole (Lightened); Estimated net carbs from inferred nutrition
Salmon Party Ball,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,10.1,Salmon Party Ball (Lightened); Estimated net carbs from inferred nutrition
Chicken Inspiration,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,19,Chicken Inspiration (Lightened); Estimated net carbs from inferred nutrition
Potato Casserole,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,11.4,Potato Casserole (Lightened); Estimated net carbs from inferred nutrition
Cornish Hens,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,12.9,Cornish Hens (Lightened); Estimated net carbs from inferred nutrition
"Beef, Beans and Dumplings",No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,5.3,"Beef, Beans And Dumplings (Lightened); Estimated net carbs from inferred nutrition"
Spaghetti Sauce,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,11.3,Spaghetti Sauce (Lightened); Estimated net carbs from inferred nutrition
Squash Casserole,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,1.3,Squash Casserole (Lightened); Estimated net carbs from inferred nutrition
Sweet Nothings,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,12.7,Sweet Nothings (Lightened); Estimated net carbs from inferred nutrition
Pepper Steak and Rice,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,54.7,Pepper Steak And Rice (Lightened); Estimated net carbs from inferred nutrition
Lasagna,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,4.6,Lasagna (Lightened); Estimated net carbs from inferred nutrition
Tater Wedges with Cheese,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,57.9,Tater Wedges With Cheese (Lightened); Estimated net carbs from inferred nutrition
Honolulu Chicken,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,9.2,Honolulu Chicken (Lightened); Estimated net carbs from inferred nutrition
Mike's Fried Rice,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,10.5,Mike'S Fried Rice (Lightened); Estimated net carbs from inferred nutrition
Shrimp Casserole,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,22,Shrimp Casserole (Lightened); Estimated net carbs from inferred nutrition
Salmon Ball,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,6.1,Salmon Ball (Lightened); Estimated net carbs from inferred nutrition
Veal Parmesan,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,13.5,Veal Parmesan (Lightened); Estimated net carbs from inferred nutrition
Corn Casserole,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,5.5,Corn Casserole (Lightened); Estimated net carbs from inferred nutrition
Pepper Steak and Rice,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,8.4,Pepper Steak And Rice (Lightened); Estimated net carbs from inferred nutrition
Ground Beef 'n Biscuits,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,6.1,Ground Beef 'N Biscuits (Lightened); Estimated net carbs from inferred nutrition
Sunday Fried Chicken,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,24.2,Sunday Fried Chicken (Lightened); Estimated net carbs from inferred nutrition
Pineapple Chicken,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,19,Pineapple Chicken (Lightened); Estimated net carbs from inferred nutrition
Fried Salt Pork with Gravy,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,11.6,Fried Salt Pork With Gravy (Lightened); Estimated net carbs from inferred nutrition
Cows Milk for Kittens,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,5,Cows Milk For Kittens (Lightened); Estimated net carbs from inferred nutrition
Noodle Casserole,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,6.7,Noodle Casserole (Lightened); Estimated net carbs from inferred nutrition
Mushroom-Alfredo Sauce,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,8.4,Mushroom-Alfredo Sauce (Lightened); Estimated net carbs from inferred nutrition
Baked Stuffed Mushrooms,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,39.5,Baked Stuffed Mushrooms (Lightened); Estimated net carbs from inferred nutrition
Crock-Pot Pepper Steak,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,0.4,Crock-Pot Pepper Steak (Lightened); Estimated net carbs from inferred nutrition
Beef Noodle Casserole,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,1.4,Beef Noodle Casserole (Lightened); Estimated net carbs from inferred nutrition
Salsa Chicken,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,39.5,Salsa Chicken (Lightened); Estimated net carbs from inferred nutrition
Mozzarella Chicken,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,0.9,Mozzarella Chicken (Lightened); Estimated net carbs from inferred nutrition
Mom's Meat Loaf,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,7.9,Mom'S Meat Loaf (Lightened); Estimated net carbs from inferred nutrition
Shrimp Dip,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,1,Shrimp Dip (Lightened); Estimated net carbs from inferred nutrition
Sweet and Sour Chicken Wings,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,9.2,Sweet And Sour Chicken Wings (Lightened); Estimated net carbs from inferred nutrition
Fat-Free Cajun French Fries,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,24.6,Fat-Free Cajun French Fries (Lightened); Estimated net carbs from inferred nutrition
Salmon Noodle Romanoff,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,5.1,Salmon Noodle Romanoff (Lightened); Estimated net carbs from inferred nutrition
Corn-Cheese Delight,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,24.1,Corn-Cheese Delight (Lightened); Estimated net carbs from inferred nutrition
Salmon Loaf,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,11.9,Salmon Loaf (Lightened); Estimated net carbs from inferred nutrition
Potato Casserole,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,27.9,Potato Casserole (Lightened); Estimated net carbs from inferred nutrition
Chicken Delight,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,19,Chicken Delight (Lightened); Estimated net carbs from inferred nutrition
Squash Casserole,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,8.7,Squash Casserole (Lightened); Estimated net carbs from inferred nutrition
Stuffed Hot Dogs,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,20.9,Stuffed Hot Dogs (Lightened); Estimated net carbs from inferred nutrition
Shrimp with Rice,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,4.6,Shrimp With Rice (Lightened); Estimated net carbs from inferred nutrition
Easy Sausage Casserole,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,9,Easy Sausage Casserole (Lightened); Estimated net carbs from inferred nutrition
Genoese Pesto,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,5.2,Genoese Pesto (Lightened); Estimated net carbs from inferred nutrition
Green Beans and Tomatoes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,11,Green Beans And Tomatoes (Lightened); Estimated net carbs from inferred nutrition
Corn Chowder,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,12.5,Corn Chowder (Lightened); Estimated net carbs from inferred nutrition
Teriyaki Chicken Wings,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,17.3,Teriyaki Chicken Wings (Lightened); Estimated net carbs from inferred nutrition
Chicken Curry,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,8.5,Chicken Curry (Lightened); Estimated net carbs from inferred nutrition
Lasagna,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,8.2,Lasagna (Lightened); Estimated net carbs from inferred nutrition
Meat Loaf,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,8.8,Meat Loaf (Lightened); Estimated net carbs from inferred nutrition
Pork Roast Stuffed with Sauerkraut,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,19,Pork Roast Stuffed With Sauerkraut (Lightened); Estimated net carbs from inferred nutrition
Cauliflower and Broccoli Soufflettes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,14.5,Cauliflower And Broccoli Souflettes (Lightened); Estimated net carbs from inferred nutrition
Jambalaya,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,7.3,Jambalaya (Lightened); Estimated net carbs from inferred nutrition
One Dish Chicken Dinner,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,35.3,One Dish Chicken Dinner (Lightened); Estimated net carbs from inferred nutrition
Baked Cabbage,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,6.6,Baked Cabbage (Lightened); Estimated net carbs from inferred nutrition
Everyday Meat Loaf,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,9.8,Everyday Meat Loaf (Lightened); Estimated net carbs from inferred nutrition
"Pepper, Tomato and Onion Stew",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,21,"Pepper, Tomato And Onion Stew (Lightened); Estimated net carbs from inferred nutrition"
The Early's 3-Layer Squash Casserole,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,15.5,The Early'S 3-Layer Squash Casserole (Lightened); Estimated net carbs from inferred nutrition
Super Sloppy Joes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,7.3,Super Sloppy Joes (Lightened); Estimated net carbs from inferred nutrition
Kugel,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,42.4,Kugel (Lightened); Estimated net carbs from inferred nutrition
Candied Sweet Potatoes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,40.2,Candied Sweet Potatoes (Lightened); Estimated net carbs from inferred nutrition
Pork Chops and Scalloped Potatoes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,44.6,Pork Chops And Scalloped Potatoes (Lightened); Estimated net carbs from inferred nutrition
Six Layer Dinner,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,21.6,Six Layer Dinner (Lightened); Estimated net carbs from inferred nutrition
Pork Cutlets with Curried Cream Sauce,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,19,Pork Cutlets With Curried Cream Sauce (Lightened); Estimated net carbs from inferred nutrition
White Clam Sauce,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,10.1,White Clam Sauce (Lightened); Estimated net carbs from inferred nutrition
Oven Porcupines,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,13.3,Oven Porcupines (Lightened); Estimated net carbs from inferred nutrition
Pork Chops and Scalloped Potatoes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,13.8,Pork Chops And Scalloped Potatoes (Lightened); Estimated net carbs from inferred nutrition
Duchess Potatoes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,50,Duchess Potatoes (Lightened); Estimated net carbs from inferred nutrition
Easy Glazed Yams,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,34.3,Easy Glazed Yams (Lightened); Estimated net carbs from inferred nutrition
Pasta Carbonara,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,0.8,Pasta Carbonara (Lightened); Estimated net carbs from inferred nutrition
Chicken Kiev,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,20.7,Chicken Kiev (Lightened); Estimated net carbs from inferred nutrition
White Chili,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,21,White Chili (Lightened); Estimated net carbs from inferred nutrition
