Recipe,Dairy_Free,Egg_Free,Gluten_Free,Keto,Low_Carb,Low_Fat,Low_Salt,Low_Sugar,No Seafood,Paleo,Soy_Free,Vegan,Vegetarian,Net Carbs (g),Notes
Cranberry Souffle,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,20,Cranberry Souffle (Lightened); Estimated net carbs from inferred nutrition
Dry Meat Seasoning,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,20,Dry Meat Seasoning (Lightened); Estimated net carbs from inferred nutrition
Cheese and Chilies,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,5,Cheese And Chilies (Lightened); Estimated net carbs from inferred nutrition
The Best Sweet and Sour,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,3.9,The Best Sweet And Sour (Lightened); Estimated net carbs from inferred nutrition
Cream Cheese Rolls,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,8,Cream Cheese Rolls (Lightened); Estimated net carbs from inferred nutrition
Wedding Bell Lemonade Punch,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,28,Wedding Bell Lemonade Punch (Lightened); Estimated net carbs from inferred nutrition
Haupia,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,15.1,Haupia (Lightened); Estimated net carbs from inferred nutrition
Santa Fe Nachos,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,9.4,Santa Fe Nachos (Lightened); Estimated net carbs from inferred nutrition
Glazed Pecans,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,27.4,Glazed Pecans (Lightened); Estimated net carbs from inferred nutrition
Sauteed Bananas,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,20,Sauteed Bananas (Lightened); Estimated net carbs from inferred nutrition
Pickled Squash,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,16.9,Pickled Squash (Lightened); Estimated net carbs from inferred nutrition
Ribbon Layer Jello,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,23.4,Ribbon Layer Jello (Lightened); Estimated net carbs from inferred nutrition
Butterscotch Squares (Servings: 4),No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,20,Butterscotch Squares(Servings: 4) (Lightened); Estimated net carbs from inferred nutrition
Corn Crepes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,20.2,Corn Crepes (Lightened); Estimated net carbs from inferred nutrition
Ham Balls,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,32.3,Ham Balls (Lightened); Estimated net carbs from inferred nutrition
Spanakopeta (Spinach Squares),No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,11,Spanakopeta(Spinach Squares) (Lightened); Estimated net carbs from inferred nutrition
Garlic Cheese Ball,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,1,Garlic Cheese Ball (Lightened); Estimated net carbs from inferred nutrition
Judy's Vegetable Tortellini,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,1.4,Judy'S Vegetable Tortellini (Lightened); Estimated net carbs from inferred nutrition
Flavorful Fish,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,9.1,Flavorful Fish (Lightened); Estimated net carbs from inferred nutrition
Boiled Dressing,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,29.4,Boiled Dressing (Lightened); Estimated net carbs from inferred nutrition
Tomato Aspic,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,20,Tomato Aspic (Lightened); Estimated net carbs from inferred nutrition
Springerle,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,90.2,Springerle (Lightened); Estimated net carbs from inferred nutrition
Finger Jello,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,45.5,Finger Jello (Lightened); Estimated net carbs from inferred nutrition
Baked Corn,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,12.2,Baked Corn (Lightened); Estimated net carbs from inferred nutrition
Dick's Grilled Boneless Leg of Lamb,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,8.7,Dick'S Grilled Boneless Leg Of Lamb (Lightened); Estimated net carbs from inferred nutrition
Cheese Ball,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,4.5,Cheese Ball (Lightened); Estimated net carbs from inferred nutrition
Crock-Pot Kielbasa,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,20,Crock-Pot Kielbasa (Lightened); Estimated net carbs from inferred nutrition
Blueberry Dumplings,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,23.3,Blueberry Dumplings (Lightened); Estimated net carbs from inferred nutrition
Heavenly Hash,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,26.9,Heavenly Hash (Lightened); Estimated net carbs from inferred nutrition
Recipe for A Happy Family,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Recipe For A Happy Family (Lightened); Estimated net carbs from inferred nutrition
Party Pizza Appetizers (Makes 90),No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,6.1,Party Pizza Appetizers(Makes 90) (Lightened); Estimated net carbs from inferred nutrition
Red Lobster Cheese Garlic Biscuits,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,14.7,Red Lobster Cheese Garlic Biscuits (Lightened); Estimated net carbs from inferred nutrition
Play Doh,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,21.8,Play Doh (Lightened); Estimated net carbs from inferred nutrition
Lemon Fluff Jello,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,20,Lemon Fluff Jello (Lightened); Estimated net carbs from inferred nutrition
Foolproof Chocolate Fudge,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,23,Foolproof Chocolate Fudge (Lightened); Estimated net carbs from inferred nutrition
Red Raspberry Cordial,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,70.1,Red Raspberry Cordial (Lightened); Estimated net carbs from inferred nutrition
Meltaways,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,30.7,Meltaways (Lightened); Estimated net carbs from inferred nutrition
Sundown Cooler,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Sundown Cooler (Lightened); Estimated net carbs from inferred nutrition
Spinach Squares,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,17.8,Spinach Squares (Lightened); Estimated net carbs from inferred nutrition
Cranberry-Orange Relish for Poultry,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,20,Cranberry-Orange Relish For Poultry (Lightened); Estimated net carbs from inferred nutrition
Macaroni and Cottage Cheese,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,59,Macaroni And Cottage Cheese (Lightened); Estimated net carbs from inferred nutrition
Pear Relish,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,61,Pear Relish (Lightened); Estimated net carbs from inferred nutrition
Spinach Dip,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,2.3,Spinach Dip (Lightened); Estimated net carbs from inferred nutrition
Squash Souffle,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,1.7,Squash Souffle (Lightened); Estimated net carbs from inferred nutrition
Salsa,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,10.3,Salsa (Lightened); Estimated net carbs from inferred nutrition
"Slinky (Apple Flavored, Low Calorie Quencher)",Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.2,"Slinky(Apple Flavored, Low Calorie Quencher) (Lightened); Estimated net carbs from inferred nutrition"
Friendship Tea,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,28,Friendship Tea (Lightened); Estimated net carbs from inferred nutrition
Banana Strawberry Smoothie,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,7.7,Banana Strawberry Smoothie (Lightened); Estimated net carbs from inferred nutrition
Polenta,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,9.7,Polenta (Lightened); Estimated net carbs from inferred nutrition
Summer Pickles,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,38.2,Summer Pickles (Lightened); Estimated net carbs from inferred nutrition
Creamy Vinaigrette Dressing,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,20,Creamy Vinaigrette Dressing (Lightened); Estimated net carbs from inferred nutrition
Christmas All Through the House Potpourri,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Christmas All Through The House Potpourri (Lightened); Estimated net carbs from inferred nutrition
Donah's Coffee Milk,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,7.3,Donah'S Coffee Milk (Lightened); Estimated net carbs from inferred nutrition
Cucumber Relish,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,10.9,Cucumber Relish (Lightened); Estimated net carbs from inferred nutrition
Italian Dressing,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,11.1,Italian Dressing (Lightened); Estimated net carbs from inferred nutrition
Fresh Cranberry-Orange Relish,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Fresh Cranberry-Orange Relish (Lightened); Estimated net carbs from inferred nutrition
Chickpea Spread on Baguette,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,0.7,Chickpea Spread On Baguette (Lightened); Estimated net carbs from inferred nutrition
Instant Spiced Russian Tea,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,12.5,Instant Spiced Russian Tea (Lightened); Estimated net carbs from inferred nutrition
Pickled Corn,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,20,Pickled Corn (Lightened); Estimated net carbs from inferred nutrition
Cheese Squash,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,7.1,Cheese Squash (Lightened); Estimated net carbs from inferred nutrition
Spinach Balls,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,21,Spinach Balls (Lightened); Estimated net carbs from inferred nutrition
Brown Gravy,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,8.8,Brown Gravy (Lightened); Estimated net carbs from inferred nutrition
Corn Tortillas,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Corn Tortillas (Lightened); Estimated net carbs from inferred nutrition
Chocolate Syrup,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.8,Chocolate Syrup (Lightened); Estimated net carbs from inferred nutrition
Low-Fat Mexican Dip,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,2.8,Low-Fat Mexican Dip (Lightened); Estimated net carbs from inferred nutrition
Foolproof Hollandaise,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,1.6,Foolproof Hollandaise (Lightened); Estimated net carbs from inferred nutrition
Brazilian Cocoa,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,7.7,Brazilian Cocoa (Lightened); Estimated net carbs from inferred nutrition
Cranberry Tea,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,22.9,Cranberry Tea (Lightened); Estimated net carbs from inferred nutrition
Pepper Steak,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,4.2,Pepper Steak (Lightened); Estimated net carbs from inferred nutrition
Italian Style Duck,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,8.3,Italian Style Duck (Lightened); Estimated net carbs from inferred nutrition
Cheese Roll-Ups,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,6.8,Cheese Roll-Ups (Lightened); Estimated net carbs from inferred nutrition
Church Windows,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,74.1,Church Windows (Lightened); Estimated net carbs from inferred nutrition
Mexican Cheese Dip,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,21,Mexican Cheese Dip (Lightened); Estimated net carbs from inferred nutrition
The Lady's Cheesy Mac,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,95,The Lady'S Cheesy Mac (Lightened); Estimated net carbs from inferred nutrition
Chocolate Mint Sugar Drops,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,70.9,Chocolate Mint Sugar Drops (Lightened); Estimated net carbs from inferred nutrition
Pineapple Sauce,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Pineapple Sauce (Lightened); Estimated net carbs from inferred nutrition
Baklava,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,20,Baklava (Lightened); Estimated net carbs from inferred nutrition
Party Punch,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,28,Party Punch (Lightened); Estimated net carbs from inferred nutrition
Jan Clay's Cucumber Sauce for Fish,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,19,Jan Clay'S Cucumber Sauce For Fish (Lightened); Estimated net carbs from inferred nutrition
Glazed Butterflies,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,70.7,Glazed Butterflies (Lightened); Estimated net carbs from inferred nutrition
All-Purpose Sauce,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,5,All-Purpose Sauce (Lightened); Estimated net carbs from inferred nutrition
Hawaiian Punch,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,16.6,Hawaiian Punch (Lightened); Estimated net carbs from inferred nutrition
Spice Tea,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,19.2,Spice Tea (Lightened); Estimated net carbs from inferred nutrition
Pappy's Spoon Biscuits,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,21.3,Pappy'S Spoon Biscuits (Lightened); Estimated net carbs from inferred nutrition
Lemon Fluff,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,32.6,Lemon Fluff (Lightened); Estimated net carbs from inferred nutrition
Lemon Strawberry Punch,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,28,Lemon Strawberry Punch (Lightened); Estimated net carbs from inferred nutrition
Refrigerator Pickles,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,51.7,Refrigerator Pickles (Lightened); Estimated net carbs from inferred nutrition
Boiled Custard,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,27.1,Boiled Custard (Lightened); Estimated net carbs from inferred nutrition
Squash Puffs,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,27.1,Squash Puffs (Lightened); Estimated net carbs from inferred nutrition
Philadelphia Cream Cheese Ball,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,3.1,Philadelphia Cream Cheese Ball (Lightened); Estimated net carbs from inferred nutrition
Soy Vinaigrette (Nuoc Xi Dau Giam),Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,8.5,Soy Vinaigrette(Nuoc Xi Dau Giam) (Lightened); Estimated net carbs from inferred nutrition
Bailey's Taste Alike Irish Cream,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,6.6,Bailey'S Taste Alike Irish Cream (Lightened); Estimated net carbs from inferred nutrition
Baked Vegetables Tamale,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,8.6,Baked Vegetables Tamale (Lightened); Estimated net carbs from inferred nutrition
Italian Pinwheels,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,1.6,Italian Pinwheels (Lightened); Estimated net carbs from inferred nutrition
Sweet-Sour Red Cabbage,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,10.1,Sweet-Sour Red Cabbage (Lightened); Estimated net carbs from inferred nutrition
Microwave Ham Roll-Ups,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,1.8,Microwave Ham Roll-Ups (Lightened); Estimated net carbs from inferred nutrition
Easy Rolls,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,3,Easy Rolls (Lightened); Estimated net carbs from inferred nutrition
Hot Spiced Wassail,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,31.9,Hot Spiced Wassail (Lightened); Estimated net carbs from inferred nutrition
Pocket Pizza,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,16.5,Pocket Pizza (Lightened); Estimated net carbs from inferred nutrition
Cream of Corn,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,22.2,Cream Of Corn (Lightened); Estimated net carbs from inferred nutrition
Chili Con Queso Dip,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,8.2,Chili Con Queso Dip (Lightened); Estimated net carbs from inferred nutrition
Russian Refresher Mix,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,26,Russian Refresher Mix (Lightened); Estimated net carbs from inferred nutrition
Hello Dolly,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,16.8,Hello Dolly (Lightened); Estimated net carbs from inferred nutrition
Finger Jello,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,18.4,Finger Jello (Lightened); Estimated net carbs from inferred nutrition
Fancy Fried Green Tomatoes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,6.6,Fancy Fried Green Tomatoes (Lightened); Estimated net carbs from inferred nutrition
Peanut Brittle,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,70.7,Peanut Brittle (Lightened); Estimated net carbs from inferred nutrition
Jalapeno Cheese Squares,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,3.9,Jalapeno Cheese Squares (Lightened); Estimated net carbs from inferred nutrition
Salsa Sauce,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,4.9,Salsa Sauce (Lightened); Estimated net carbs from inferred nutrition
Dumplings with Chives,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,21.8,Dumplings With Chives (Lightened); Estimated net carbs from inferred nutrition
Spoon Rolls,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,54.9,Spoon Rolls (Lightened); Estimated net carbs from inferred nutrition
Congo Square,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,55.5,Congo Square (Lightened); Estimated net carbs from inferred nutrition
Easy Frozen Berry Jam,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,20,Easy Frozen Berry Jam (Lightened); Estimated net carbs from inferred nutrition
Ground Turkey Kebabs (Microwave),Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,3.4,Ground Turkey Kebabs(Microwave) (Lightened); Estimated net carbs from inferred nutrition
Ragout,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,11.2,Ragout (Lightened); Estimated net carbs from inferred nutrition
Apple Crisp,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,34.5,Apple Crisp (Lightened); Estimated net carbs from inferred nutrition
Cracker Snacks,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,21,Cracker Snacks (Lightened); Estimated net carbs from inferred nutrition
Lemon Sauce,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,16.5,Lemon Sauce (Lightened); Estimated net carbs from inferred nutrition
Quiche Lorraine,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,8.2,Quiche Lorraine (Lightened); Estimated net carbs from inferred nutrition
Raisin Sauce,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,19.6,Raisin Sauce (Lightened); Estimated net carbs from inferred nutrition
Popcorn Balls,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,32.2,Popcorn Balls (Lightened); Estimated net carbs from inferred nutrition
Surprises,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,8.8,Surprises (Lightened); Estimated net carbs from inferred nutrition
Cranberry Relish,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,35.1,Cranberry Relish (Lightened); Estimated net carbs from inferred nutrition
Cranberry Sparkle,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,100,Cranberry Sparkle (Lightened); Estimated net carbs from inferred nutrition
Cheese Sticks,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,24.4,Cheese Sticks (Lightened); Estimated net carbs from inferred nutrition
Catsup,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,70.7,Catsup (Lightened); Estimated net carbs from inferred nutrition
Green Apple Punch,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,28,Green Apple Punch (Lightened); Estimated net carbs from inferred nutrition
Sausage Balls,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,21.8,Sausage Balls (Lightened); Estimated net carbs from inferred nutrition
Cream Cheese Ball,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,1.8,Cream Cheese Ball (Lightened); Estimated net carbs from inferred nutrition
Buns,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,113.9,Buns (Lightened); Estimated net carbs from inferred nutrition
Gelatin Mold,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,20,Gelatin Mold (Lightened); Estimated net carbs from inferred nutrition
Jello Mold,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,14.2,Jello Mold (Lightened); Estimated net carbs from inferred nutrition
Hot Sauce,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10.8,Hot Sauce (Lightened); Estimated net carbs from inferred nutrition
Chili Sauce,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,21.3,Chili Sauce (Lightened); Estimated net carbs from inferred nutrition
Hot Spiced Cider,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,21.3,Hot Spiced Cider (Lightened); Estimated net carbs from inferred nutrition
Cranberry Relish,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,33,Cranberry Relish (Lightened); Estimated net carbs from inferred nutrition
Strawberry Cooler,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,12.5,Strawberry Cooler (Lightened); Estimated net carbs from inferred nutrition
Italian Style Zucchini,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,4.7,Italian Style Zucchini (Lightened); Estimated net carbs from inferred nutrition
Cranapple Relish,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20,Cranapple Relish (Lightened); Estimated net carbs from inferred nutrition
Bourbon Balls,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,20.5,Bourbon Balls (Lightened); Estimated net carbs from inferred nutrition
Spareribs and Sauerkraut,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,9.6,Spareribs And Sauerkraut (Lightened); Estimated net carbs from inferred nutrition
Ambrosia,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32,Ambrosia (Lightened); Estimated net carbs from inferred nutrition
Baking Powder Biscuits,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,32.5,Baking Powder Biscuits (Lightened); Estimated net carbs from inferred nutrition
Colonial Manor French Dressing,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,10,Colonial Manor French Dressing (Lightened); Estimated net carbs from inferred nutrition
Golden Catfish Fillets,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,8.2,Golden Catfish Fillets (Lightened); Estimated net carbs from inferred nutrition
Dilled Mushrooms,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,20,Dilled Mushrooms (Lightened); Estimated net carbs from inferred nutrition
Hermits,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,84.6,Hermits (Lightened); Estimated net carbs from inferred nutrition
Frozen Cucumber,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,33.1,Frozen Cucumber (Lightened); Estimated net carbs from inferred nutrition
Baked Apples,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,22,Baked Apples (Lightened); Estimated net carbs from inferred nutrition
Pickled Beets and Eggs,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,11.5,Pickled Beets And Eggs (Lightened); Estimated net carbs from inferred nutrition
Salsa Fresca,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,7.7,Salsa Fresca (Lightened); Estimated net carbs from inferred nutrition
Veggie Pizza,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,20,Veggie Pizza (Lightened); Estimated net carbs from inferred nutrition
Arkansas Cheese Ball,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,2.3,Arkansas Cheese Ball (Lightened); Estimated net carbs from inferred nutrition
London Broil,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,6.3,London Broil (Lightened); Estimated net carbs from inferred nutrition
Scalloped Corn,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,20,Scalloped Corn (Lightened); Estimated net carbs from inferred nutrition
One Punch Pineapple Punch,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,17,One Punch Pineapple Punch (Lightened); Estimated net carbs from inferred nutrition
White Clam Sauce,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,10.4,White Clam Sauce (Lightened); Estimated net carbs from inferred nutrition
Aunt Mamie's Tomato Relish (Good to Put on Vegetables),Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,13.2,Aunt Mamie'S Tomato Relish(Good To Put On Vegetables) (Lightened); Estimated net carbs from inferred nutrition
Microwave Caramels,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,94.2,Microwave Caramels (Lightened); Estimated net carbs from inferred nutrition
