Recipe,Dairy_Free,Egg_Free,Gluten_Free,Keto,Low_Carb,Low_Fat,Low_Salt,Low_Sugar,No Seafood,Paleo,Soy_Free,Vegan,Vegetarian,Net Carbs (g),Notes
Salad Luncheon Beans,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,6.9,Salad Luncheon Beans (Lightened); Estimated net carbs from inferred nutrition
Picnic Potato Salad,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,11.4,Picnic Potato Salad (Lightened); Estimated net carbs from inferred nutrition
Cajun Crawfish Cornbread,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,12.9,Cajun Crawfish Cornbread (Lightened); Estimated net carbs from inferred nutrition
Broccoli Cheese Soup,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,15.2,Broccoli Cheese Soup (Lightened); Estimated net carbs from inferred nutrition
Spaghetti Salad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,48.7,Spaghetti Salad (Lightened); Estimated net carbs from inferred nutrition
Glop,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,23.8,Glop (Lightened); Estimated net carbs from inferred nutrition
Seven Layer Salad,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,2.6,Seven Layer Salad (Lightened); Estimated net carbs from inferred nutrition
Squash Casserole,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,8.7,Squash Casserole (Lightened); Estimated net carbs from inferred nutrition
Hash Brown Casserole,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,22,Hash Brown Casserole (Lightened); Estimated net carbs from inferred nutrition
Broccoli Casserole,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,24.2,Broccoli Casserole (Lightened); Estimated net carbs from inferred nutrition
Kraut Salad,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,3.5,Kraut Salad (Lightened); Estimated net carbs from inferred nutrition
Broccoli and Rice Casserole,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,20.8,Broccoli And Rice Casserole (Lightened); Estimated net carbs from inferred nutrition
Orange-Pineapple Salad,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,11.2,Orange-Pineapple Salad (Lightened); Estimated net carbs from inferred nutrition
Broccoli Casserole,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,4.8,Broccoli Casserole (Lightened); Estimated net carbs from inferred nutrition
Peanut Butter Sticks,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,32.5,Peanut Butter Sticks (Lightened); Estimated net carbs from inferred nutrition
Hot Tuna Appetizer,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,11,Hot Tuna Appetizer (Lightened); Estimated net carbs from inferred nutrition
Homemade Chicken Noodle Soup,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4.8,Homemade Chicken Noodle Soup (Lightened); Estimated net carbs from inferred nutrition
Hamburger Potato Hot Dish,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,44,Hamburger Potato Hot Dish (Lightened); Estimated net carbs from inferred nutrition
Enchilada Casserole,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,12.8,Enchilada Casserole (Lightened); Estimated net carbs from inferred nutrition
Country Casserole,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,11.4,Country Casserole (Lightened); Estimated net carbs from inferred nutrition
Strawberry Bread,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,46.3,Strawberry Bread (Lightened); Estimated net carbs from inferred nutrition
Pineapple Mold,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,10.2,Pineapple Mold (Lightened); Estimated net carbs from inferred nutrition
Layered Salad,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,4.1,Layered Salad (Lightened); Estimated net carbs from inferred nutrition
Sour Cream Potatoes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,5,Sour Cream Potatoes (Lightened); Estimated net carbs from inferred nutrition
Breaded Steak Rolls,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,14.9,Breaded Steak Rolls (Lightened); Estimated net carbs from inferred nutrition
Chicken Maranda,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,19,Chicken Maranda (Lightened); Estimated net carbs from inferred nutrition
Apple-Banana Bread,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,19,Apple-Banana Bread (Lightened); Estimated net carbs from inferred nutrition
Mock Lobster Salad,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,4.1,Mock Lobster Salad (Lightened); Estimated net carbs from inferred nutrition
Cornbread Salad,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,112.8,Cornbread Salad (Lightened); Estimated net carbs from inferred nutrition
Ham and Rice Casserole,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,21.4,Ham And Rice Casserole (Lightened); Estimated net carbs from inferred nutrition
Frito Salad,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4.3,Frito Salad (Lightened); Estimated net carbs from inferred nutrition
Turkey Casserole,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,22,Turkey Casserole (Lightened); Estimated net carbs from inferred nutrition
Linguine Salad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.9,Linguine Salad (Lightened); Estimated net carbs from inferred nutrition
Hobo Bread (Brown Bread),Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,32.5,Hobo Bread(Brown Bread) (Lightened); Estimated net carbs from inferred nutrition
Mexican Bean Salad,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,13.7,Mexican Bean Salad (Lightened); Estimated net carbs from inferred nutrition
Seven Layer Salad,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,10.3,Seven Layer Salad (Lightened); Estimated net carbs from inferred nutrition
Taco Salad,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,5.4,Taco Salad (Lightened); Estimated net carbs from inferred nutrition
Garden Cabbage Salad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.7,Garden Cabbage Salad (Lightened); Estimated net carbs from inferred nutrition
London Broil,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2,London Broil (Lightened); Estimated net carbs from inferred nutrition
Onion Soup,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,6.5,Onion Soup (Lightened); Estimated net carbs from inferred nutrition
Fish and Broccoli Roll-Ups (Serves 4),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,7.7,Fish And Broccoli Roll-Ups(Serves 4) (Lightened); Estimated net carbs from inferred nutrition
Imitation Crabmeat Salad,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,5.3,Imitation Crabmeat Salad (Lightened); Estimated net carbs from inferred nutrition
Easters Hamburgers,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,6.6,Easters Hamburgers (Lightened); Estimated net carbs from inferred nutrition
Cranberry Salad,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,32,Cranberry Salad (Lightened); Estimated net carbs from inferred nutrition
Strawberry Bread,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,32.5,Strawberry Bread (Lightened); Estimated net carbs from inferred nutrition
Strawberry Salad,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,16.2,Strawberry Salad (Lightened); Estimated net carbs from inferred nutrition
Chili Beef Casserole,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,28,Chili Beef Casserole (Lightened); Estimated net carbs from inferred nutrition
Bread,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,32.5,Bread (Lightened); Estimated net carbs from inferred nutrition
Carrie's Cabbage Soup,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,7.3,Carrie'S Cabbage Soup (Lightened); Estimated net carbs from inferred nutrition
Chicken and Pasta Salad,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,28,Chicken And Pasta Salad (Lightened); Estimated net carbs from inferred nutrition
Calico Beans,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,19.7,Calico Beans (Lightened); Estimated net carbs from inferred nutrition
Ham Roll-Up,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,17.4,Ham Roll-Up (Lightened); Estimated net carbs from inferred nutrition
Vegetable Dip,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,2.1,Vegetable Dip (Lightened); Estimated net carbs from inferred nutrition
Loris's Egg Salad,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,14.2,Loris'S Egg Salad (Lightened); Estimated net carbs from inferred nutrition
Strawberry Bread,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,52.7,Strawberry Bread (Lightened); Estimated net carbs from inferred nutrition
Cauliflower-Broccoli Casserole,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,22,Cauliflower-Broccoli Casserole (Lightened); Estimated net carbs from inferred nutrition
Cabbage Casserole,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,4.7,Cabbage Casserole (Lightened); Estimated net carbs from inferred nutrition
Tuna Casserole,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,19,Tuna Casserole (Lightened); Estimated net carbs from inferred nutrition
Chili Con Carne,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4.9,Chili Con Carne (Lightened); Estimated net carbs from inferred nutrition
Swiss Chicken Casserole,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,22,Swiss Chicken Casserole (Lightened); Estimated net carbs from inferred nutrition
Onion Dressing,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,8.7,Onion Dressing (Lightened); Estimated net carbs from inferred nutrition
Chippewa Soup,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,19,Chippewa Soup (Lightened); Estimated net carbs from inferred nutrition
Chicken Divan,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,19,Chicken Divan (Lightened); Estimated net carbs from inferred nutrition
Baked Corn,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,11.9,Baked Corn (Lightened); Estimated net carbs from inferred nutrition
Chicken Casserole,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,19.9,Chicken Casserole (Lightened); Estimated net carbs from inferred nutrition
Quick Swedish Meatballs,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,12.6,Quick Swedish Meatballs (Lightened); Estimated net carbs from inferred nutrition
Irish Stew (Microwave),Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,8,Irish Stew(Microwave) (Lightened); Estimated net carbs from inferred nutrition
Peach Salad,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,32,Peach Salad (Lightened); Estimated net carbs from inferred nutrition
Hidden Valley Ranch Oyster Crackers,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,11,Hidden Valley Ranch Oyster Crackers (Lightened); Estimated net carbs from inferred nutrition
Good Cabbage Slaw,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,20.8,Good Cabbage Slaw (Lightened); Estimated net carbs from inferred nutrition
Pineapple Salad,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,11.3,Pineapple Salad (Lightened); Estimated net carbs from inferred nutrition
Antionett's Soup,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4.8,Antionett'S Soup (Lightened); Estimated net carbs from inferred nutrition
Seafood and Pasta Salad,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,11.2,Seafood And Pasta Salad (Lightened); Estimated net carbs from inferred nutrition
Chicken Casserole,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,8,Chicken Casserole (Lightened); Estimated net carbs from inferred nutrition
Chicken and Broccoli Casserole,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,22,Chicken And Broccoli Casserole (Lightened); Estimated net carbs from inferred nutrition
Onion Burgers,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,7,Onion Burgers (Lightened); Estimated net carbs from inferred nutrition
Lebanese Carrots,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,5.2,Lebanese Carrots (Lightened); Estimated net carbs from inferred nutrition
Mexican Cornbread,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,33.8,Mexican Cornbread (Lightened); Estimated net carbs from inferred nutrition
Broccoli Casserole,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,20.4,Broccoli Casserole (Lightened); Estimated net carbs from inferred nutrition
Southwest Taco Dip,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4.5,Southwest Taco Dip (Lightened); Estimated net carbs from inferred nutrition
Asparagus Casserole,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,11,Asparagus Casserole (Lightened); Estimated net carbs from inferred nutrition
7 Layer Dish,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,11.7,7 Layer Dish (Lightened); Estimated net carbs from inferred nutrition
Broccoli Casserole,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,8.2,Broccoli Casserole (Lightened); Estimated net carbs from inferred nutrition
Green Bean Salad,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,21,Green Bean Salad (Lightened); Estimated net carbs from inferred nutrition
Honey's Hominy Soup,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,4.6,Honey'S Hominy Soup (Lightened); Estimated net carbs from inferred nutrition
Beef and Potato Casserole,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,22,Beef And Potato Casserole (Lightened); Estimated net carbs from inferred nutrition
Tuna-Noodle Casserole,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,26.7,Tuna-Noodle Casserole (Lightened); Estimated net carbs from inferred nutrition
Pumpkin Bread,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,70.2,Pumpkin Bread (Lightened); Estimated net carbs from inferred nutrition
Mini Raisin Nut Breads,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,78.7,Mini Raisin Nut Breads (Lightened); Estimated net carbs from inferred nutrition
Banana Nut Bread,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,39.2,Banana Nut Bread (Lightened); Estimated net carbs from inferred nutrition
Hamburger Casserole,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,8.7,Hamburger Casserole (Lightened); Estimated net carbs from inferred nutrition
Broiled Herbed Tomatoes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,15,Broiled Herbed Tomatoes (Lightened); Estimated net carbs from inferred nutrition
Bertha's Macaroni Delight,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,4.2,Bertha'S Macaroni Delight (Lightened); Estimated net carbs from inferred nutrition
Pizza Casserole,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,4.6,Pizza Casserole (Lightened); Estimated net carbs from inferred nutrition
Fried Whitefish (Modern),Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,11.7,Fried Whitefish(Modern) (Lightened); Estimated net carbs from inferred nutrition
Hidden Valley Ranch Oyster Crackers,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,3.5,Hidden Valley Ranch Oyster Crackers (Lightened); Estimated net carbs from inferred nutrition
Stuffed Mushrooms,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,5.1,Stuffed Mushrooms (Lightened); Estimated net carbs from inferred nutrition
Salad Soup,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,1,Salad Soup (Lightened); Estimated net carbs from inferred nutrition
Quick Salmon Casserole,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,1.5,Quick Salmon Casserole (Lightened); Estimated net carbs from inferred nutrition
Quick One Dish Meal,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,11,Quick One Dish Meal (Lightened); Estimated net carbs from inferred nutrition
Bean Dip,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,3.8,Bean Dip (Lightened); Estimated net carbs from inferred nutrition
Chicken Casserole,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,19,Chicken Casserole (Lightened); Estimated net carbs from inferred nutrition
Roasted Potatoes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,4.6,Roasted Potatoes (Lightened); Estimated net carbs from inferred nutrition
Italian Pasta and Bean Soup (Pasta e Fagioli),Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,4.8,Italian Pasta And Bean Soup(Pasta E Fagioli) (Lightened); Estimated net carbs from inferred nutrition
Cabbage Patch Stew,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,4.6,Cabbage Patch Stew (Lightened); Estimated net carbs from inferred nutrition
V. Mc's Chicken and Broccoli,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,19,V. Mc'S Chicken And Broccoli (Lightened); Estimated net carbs from inferred nutrition
Onion Sandwich Spread,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,1.7,Onion Sandwich Spread (Lightened); Estimated net carbs from inferred nutrition
Raisin Bread,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,74.7,Raisin Bread (Lightened); Estimated net carbs from inferred nutrition
Stuffed Luncheon Loaf,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,19.2,Stuffed Luncheon Loaf (Lightened); Estimated net carbs from inferred nutrition
Taco Casserole,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,12.8,Taco Casserole (Lightened); Estimated net carbs from inferred nutrition
Turkey and Cornbread Casserole,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,32.5,Turkey And Cornbread Casserole (Lightened); Estimated net carbs from inferred nutrition
Eugene's Chicken,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,10.1,Eugene'S Chicken (Lightened); Estimated net carbs from inferred nutrition
One Dish Chicken Dinner,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,19,One Dish Chicken Dinner (Lightened); Estimated net carbs from inferred nutrition
Broccoli Salad,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,15.5,Broccoli Salad (Lightened); Estimated net carbs from inferred nutrition
Bread and Butter Pickles,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,13.3,Bread And Butter Pickles (Lightened); Estimated net carbs from inferred nutrition
Summer Chicken Salad,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,8.1,Summer Chicken Salad (Lightened); Estimated net carbs from inferred nutrition
Marinated Carrots,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,5.2,Marinated Carrots (Lightened); Estimated net carbs from inferred nutrition
Stuffed Hamburgers,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,28,Stuffed Hamburgers (Lightened); Estimated net carbs from inferred nutrition
Caesar Salad,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,11,Caesar Salad (Lightened); Estimated net carbs from inferred nutrition
Ruth's Jello Salad,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,16.2,Ruth'S Jello Salad (Lightened); Estimated net carbs from inferred nutrition
Doug Cooper's Polynesian Black Bean Soup,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,13.3,Doug Cooper'S Polynesian Black Bean Soup (Lightened); Estimated net carbs from inferred nutrition
Pumpkin Bread,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,102.8,Pumpkin Bread (Lightened); Estimated net carbs from inferred nutrition
Golden Cream Potato Soup,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,23.2,Golden Cream Potato Soup (Lightened); Estimated net carbs from inferred nutrition
Cheese Squares,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,17.5,Cheese Squares (Lightened); Estimated net carbs from inferred nutrition
Baked Pineapple,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,22.2,Baked Pineapple (Lightened); Estimated net carbs from inferred nutrition
Bacon-Flavored Chicken Breasts,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,9.2,Bacon-Flavored Chicken Breasts (Lightened); Estimated net carbs from inferred nutrition
Rice Salad (Great Switch From Potato Salad),Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,26.2,Rice Salad(Great Switch From Potato Salad) (Lightened); Estimated net carbs from inferred nutrition
Enchilada Casserole,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,19,Enchilada Casserole (Lightened); Estimated net carbs from inferred nutrition
Creamed Tacos,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,6.8,Creamed Tacos (Lightened); Estimated net carbs from inferred nutrition
Chicken-Mexican Casserole,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,5.7,Chicken-Mexican Casserole (Lightened); Estimated net carbs from inferred nutrition
Taco Salad (Easier for Kids to Eat Than Traditional Tacos),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,5.2,Taco Salad(Easier For Kids To Eat Than Traditional Tacos) (Lightened); Estimated net carbs from inferred nutrition
Chicken and Rice Casserole,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,21.6,Chicken And Rice Casserole (Lightened); Estimated net carbs from inferred nutrition
Big Boy Sandwich (Poor Boy Sub),No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,32.5,Big Boy Sandwich(Poor Boy Sub) (Lightened); Estimated net carbs from inferred nutrition
Swiss Vegetable Medley,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,11,Swiss Vegetable Medley (Lightened); Estimated net carbs from inferred nutrition
Broccoli and Rice Casserole,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,19.7,Broccoli And Rice Casserole (Lightened); Estimated net carbs from inferred nutrition
Onion-Cheese Bread,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,5.9,Onion-Cheese Bread (Lightened); Estimated net carbs from inferred nutrition
Golden Cream Soup,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,23.1,Golden Cream Soup (Lightened); Estimated net carbs from inferred nutrition
Vegetable Beef Soup,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,19,Vegetable Beef Soup (Lightened); Estimated net carbs from inferred nutrition
Rye Rounds,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,2.2,Rye Rounds (Lightened); Estimated net carbs from inferred nutrition
Blended Gazpacho,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,6.8,Blended Gazpacho (Lightened); Estimated net carbs from inferred nutrition
Cream of Spinach Soup,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,6.7,Cream Of Spinach Soup (Lightened); Estimated net carbs from inferred nutrition
Broccoli Casserole,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,22,Broccoli Casserole (Lightened); Estimated net carbs from inferred nutrition
Italian Pasta Salad,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,35.7,Italian Pasta Salad (Lightened); Estimated net carbs from inferred nutrition
Very Cheese-Y Macaroni,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,26.4,Very Cheese-Y Macaroni (Lightened); Estimated net carbs from inferred nutrition
"Potato, Pimento Casserole",No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,6.1,"Potato, Pimento Casserole (Lightened); Estimated net carbs from inferred nutrition"
Cream of Celery Soup,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,5.1,Cream Of Celery Soup (Lightened); Estimated net carbs from inferred nutrition
Squash Dressing,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,17.5,Squash Dressing (Lightened); Estimated net carbs from inferred nutrition
Four-Inch Cheese Ball,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,4.9,Four-Inch Cheese Ball (Lightened); Estimated net carbs from inferred nutrition
Chicken Tortilla Casserole,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,9.5,Chicken Tortilla Casserole (Lightened); Estimated net carbs from inferred nutrition
Potato Casserole,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,25.3,Potato Casserole (Lightened); Estimated net carbs from inferred nutrition
Pizza Casserole,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,8.7,Pizza Casserole (Lightened); Estimated net carbs from inferred nutrition
Open House Salad,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,18.7,Open House Salad (Lightened); Estimated net carbs from inferred nutrition
Hamburger Casserole,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,8.7,Hamburger Casserole (Lightened); Estimated net carbs from inferred nutrition
Spicy Pot Roast,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,19,Spicy Pot Roast (Lightened); Estimated net carbs from inferred nutrition
Chicken Cacciatore,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,19,Chicken Cacciatore (Lightened); Estimated net carbs from inferred nutrition
Copper Penny Salad,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,34.1,Copper Penny Salad (Lightened); Estimated net carbs from inferred nutrition
Chicken Pilaf,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,1.6,Chicken Pilaf (Lightened); Estimated net carbs from inferred nutrition
Chicken Casserole,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,19,Chicken Casserole (Lightened); Estimated net carbs from inferred nutrition
